log10(E/GeV),Zenith[deg],direction
3.09,82.551,down-going
3.47,152.944,up-going
2.95,113.127,up-going
3.85,106.974,up-going
5.14,63.557,down-going
2.68,119.779,up-going
5.15,50.618,down-going
3.54,89.622,down-going
3.02,87.46,down-going
3.6,145.081,up-going
3.12,137.03,up-going
4.39,78.033,down-going
4.39,72.923,down-going
2.88,170.852,up-going
5.24,116.384,up-going
2.96,112.96,up-going
3.41,87.681,down-going
3.15,134.343,up-going
3.14,152.992,up-going
2.8,142.187,up-going
2.91,89.206,down-going
2.98,93.913,up-going
5.02,45.598,down-going
4.96,22.852,down-going
2.8,141.378,up-going
2.99,95.933,up-going
2.74,126.802,up-going
3.13,146.01,up-going
2.79,118.102,up-going
3.12,111.144,up-going
3.61,168.902,up-going
2.98,97.971,up-going
3.03,98.361,up-going
3.9,79.904,down-going
2.98,122.515,up-going
2.9,141.882,up-going
5.04,66.912,down-going
2.48,104.142,up-going
2.97,101.432,up-going
3.06,88.001,down-going
3.03,101.002,up-going
2.8,122.324,up-going
2.88,106.49,up-going
2.91,86.552,down-going
2.96,142.874,up-going
3.84,75.923,down-going
2.95,87.728,down-going
3.22,95.077,up-going
3.25,116.406,up-going
4.99,68.196,down-going
5.0,40.27,down-going
5.18,57.171,down-going
5.04,45.856,down-going
4.43,70.471,down-going
3.13,125.428,up-going
2.76,100.27,up-going
4.87,71.633,down-going
2.95,151.363,up-going
2.94,96.026,up-going
3.0,109.602,up-going
4.51,77.928,down-going
5.36,65.143,down-going
3.16,123.832,up-going
4.05,80.492,down-going
4.84,60.7,down-going
4.32,65.959,down-going
3.03,87.213,down-going
2.83,109.332,up-going
3.33,90.517,up-going
2.82,106.417,up-going
3.17,93.101,up-going
2.96,88.757,down-going
3.16,108.294,up-going
4.13,78.039,down-going
3.05,100.245,up-going
2.96,130.455,up-going
3.15,95.509,up-going
3.35,125.348,up-going
2.9,99.417,up-going
3.13,92.055,up-going
3.02,116.429,up-going
5.0,26.34,down-going
2.72,130.381,up-going
2.91,93.991,up-going
2.97,115.767,up-going
3.09,87.326,down-going
3.59,109.192,up-going
3.09,122.358,up-going
5.09,37.735,down-going
3.06,103.471,up-going
2.89,134.84,up-going
3.03,105.733,up-going
3.35,89.582,down-going
2.75,97.333,up-going
3.41,81.025,down-going
4.67,36.921,down-going
3.25,138.263,up-going
2.9,107.204,up-going
3.19,140.932,up-going
3.29,99.164,up-going
3.14,98.146,up-going
2.82,106.499,up-going
4.74,59.794,down-going
2.96,149.53,up-going
5.44,56.536,down-going
2.73,167.3,up-going
3.22,168.652,up-going
4.19,37.252,down-going
2.88,91.568,up-going
5.1,58.839,down-going
2.93,103.614,up-going
2.64,121.84,up-going
4.87,61.07,down-going
2.83,115.951,up-going
2.95,97.392,up-going
3.01,103.434,up-going
4.6,27.55,down-going
2.92,93.49,up-going
2.77,91.518,up-going
4.67,30.161,down-going
5.22,27.984,down-going
5.28,37.831,down-going
2.98,86.451,down-going
3.1,118.944,up-going
5.04,38.123,down-going
2.92,138.413,up-going
2.93,94.415,up-going
2.74,150.982,up-going
3.12,85.527,down-going
4.82,61.008,down-going
2.87,135.986,up-going
3.66,84.691,down-going
2.88,97.482,up-going
3.14,88.637,down-going
5.12,25.766,down-going
2.75,138.072,up-going
2.94,94.767,up-going
2.66,99.466,up-going
2.94,123.666,up-going
2.73,132.477,up-going
2.77,93.825,up-going
5.24,33.686,down-going
2.92,107.061,up-going
2.72,109.432,up-going
2.91,144.021,up-going
3.89,88.398,down-going
5.27,58.002,down-going
2.95,104.922,up-going
3.05,133.871,up-going
4.45,43.553,down-going
2.82,115.244,up-going
5.5,64.405,down-going
2.78,127.215,up-going
4.35,73.731,down-going
3.08,93.924,up-going
3.35,102.542,up-going
3.1,139.685,up-going
4.73,31.881,down-going
3.13,88.86,down-going
4.95,64.888,down-going
3.0,113.447,up-going
4.74,26.91,down-going
4.71,68.091,down-going
2.8,131.453,up-going
3.15,91.295,up-going
4.61,72.317,down-going
3.03,88.695,down-going
3.24,107.468,up-going
4.91,45.091,down-going
3.12,142.954,up-going
2.65,94.717,up-going
2.82,156.151,up-going
2.92,150.197,up-going
4.41,71.537,down-going
3.01,88.521,down-going
2.79,104.647,up-going
3.04,84.648,down-going
2.88,118.236,up-going
3.19,85.312,down-going
3.54,103.605,up-going
3.09,127.992,up-going
3.16,90.425,up-going
2.94,123.726,up-going
4.82,33.313,down-going
4.59,10.638,down-going
2.52,143.968,up-going
2.88,112.184,up-going
3.11,134.608,up-going
2.78,95.799,up-going
3.09,96.759,up-going
3.4,85.425,down-going
4.5,71.444,down-going
3.12,158.263,up-going
3.1,88.756,down-going
2.92,126.232,up-going
4.27,67.295,down-going
2.7,105.064,up-going
2.96,161.335,up-going
2.89,107.422,up-going
3.12,133.633,up-going
3.93,81.828,down-going
4.72,37.879,down-going
2.83,125.071,up-going
4.16,73.646,down-going
2.85,140.176,up-going
2.77,134.494,up-going
3.02,85.6,down-going
3.42,81.695,down-going
2.89,106.822,up-going
5.16,31.134,down-going
3.0,114.191,up-going
3.22,99.509,up-going
2.73,87.352,down-going
3.11,127.272,up-going
2.95,92.29,up-going
2.9,139.628,up-going
2.95,90.513,up-going
5.01,34.853,down-going
5.48,41.522,down-going
4.4,72.875,down-going
5.02,52.784,down-going
5.33,28.459,down-going
3.5,96.454,up-going
2.83,103.908,up-going
2.79,159.903,up-going
3.25,122.953,up-going
3.44,111.091,up-going
5.7,48.646,down-going
3.08,89.02,down-going
3.08,99.733,up-going
3.02,120.801,up-going
4.92,61.907,down-going
2.98,100.052,up-going
4.65,72.779,down-going
4.87,24.894,down-going
3.48,108.56,up-going
4.9,30.008,down-going
3.04,113.541,up-going
5.2,48.427,down-going
5.21,53.633,down-going
3.04,86.626,down-going
2.98,90.623,up-going
4.35,75.352,down-going
3.66,108.265,up-going
3.72,107.045,up-going
2.76,84.255,down-going
3.31,90.38,up-going
4.32,77.192,down-going
3.21,92.887,up-going
5.37,46.885,down-going
5.25,52.141,down-going
2.95,107.878,up-going
3.18,120.767,up-going
2.96,97.349,up-going
4.39,71.435,down-going
2.89,105.59,up-going
4.96,29.311,down-going
4.93,47.217,down-going
4.77,67.77,down-going
2.78,96.002,up-going
2.91,112.103,up-going
3.16,108.31,up-going
2.99,112.094,up-going
2.95,136.35,up-going
2.95,112.978,up-going
5.5,62.05,down-going
5.25,36.285,down-going
2.76,99.057,up-going
2.88,93.663,up-going
4.55,73.469,down-going
4.75,66.802,down-going
3.15,96.561,up-going
5.22,11.674,down-going
5.27,40.085,down-going
2.81,134.656,up-going
4.86,15.216,down-going
2.96,91.38,up-going
3.13,106.516,up-going
4.42,70.659,down-going
4.29,74.008,down-going
5.27,22.001,down-going
2.92,113.388,up-going
4.46,45.557,down-going
4.74,55.053,down-going
4.4,78.439,down-going
3.17,98.566,up-going
2.83,99.133,up-going
4.94,43.742,down-going
2.89,132.051,up-going
3.19,107.253,up-going
3.05,137.858,up-going
5.2,61.258,down-going
5.24,25.275,down-going
2.8,100.76,up-going
2.97,85.853,down-going
3.3,103.523,up-going
3.93,79.356,down-going
3.04,106.381,up-going
2.79,96.467,up-going
4.77,64.871,down-going
3.3,113.183,up-going
5.21,52.545,down-going
4.86,9.669,down-going
3.23,103.014,up-going
5.23,46.328,down-going
2.68,90.897,up-going
3.15,89.581,down-going
2.82,161.162,up-going
3.0,103.23,up-going
2.76,139.961,up-going
3.55,141.854,up-going
2.99,144.924,up-going
3.0,101.292,up-going
5.02,50.583,down-going
3.11,102.647,up-going
2.77,89.72,down-going
2.79,111.613,up-going
2.64,151.278,up-going
2.97,101.443,up-going
2.81,123.113,up-going
5.6,53.616,down-going
2.6,111.314,up-going
2.95,95.3,up-going
3.05,91.051,up-going
2.88,137.765,up-going
3.24,113.883,up-going
3.16,96.773,up-going
3.0,124.602,up-going
5.0,22.98,down-going
2.82,104.366,up-going
4.77,43.399,down-going
5.04,70.182,down-going
3.48,142.883,up-going
2.89,92.343,up-going
2.93,106.765,up-going
5.27,29.663,down-going
2.7,93.061,up-going
2.87,94.703,up-going
2.88,110.249,up-going
5.03,28.358,down-going
5.13,49.566,down-going
2.84,115.732,up-going
2.83,128.245,up-going
2.76,171.826,up-going
3.12,83.637,down-going
2.98,117.302,up-going
5.48,59.29,down-going
3.28,98.996,up-going
2.86,122.386,up-going
2.96,107.711,up-going
3.02,106.475,up-going
3.23,103.916,up-going
5.14,46.237,down-going
2.97,130.302,up-going
2.92,92.176,up-going
3.18,92.501,up-going
3.01,117.765,up-going
2.74,164.184,up-going
4.51,64.526,down-going
2.7,119.679,up-going
2.97,101.408,up-going
2.97,111.423,up-going
5.35,51.924,down-going
4.61,70.799,down-going
3.59,101.962,up-going
3.19,93.689,up-going
2.84,122.779,up-going
3.37,89.205,down-going
5.35,69.636,down-going
4.75,35.21,down-going
2.67,110.207,up-going
2.85,107.004,up-going
5.2,34.889,down-going
2.73,129.502,up-going
2.89,131.641,up-going
2.62,161.071,up-going
2.92,144.715,up-going
3.71,106.397,up-going
5.04,33.088,down-going
2.76,97.908,up-going
2.89,98.568,up-going
3.98,78.953,down-going
5.23,40.541,down-going
3.2,110.725,up-going
3.01,92.559,up-going
3.03,142.504,up-going
3.17,86.661,down-going
2.84,137.678,up-going
2.91,83.807,down-going
3.02,108.527,up-going
5.01,54.196,down-going
4.74,31.697,down-going
3.13,97.019,up-going
3.03,95.469,up-going
2.88,134.911,up-going
2.98,91.235,up-going
5.11,55.32,down-going
5.12,23.239,down-going
4.05,58.472,down-going
2.76,141.899,up-going
3.26,86.86,down-going
2.73,86.963,down-going
2.51,116.061,up-going
3.04,112.291,up-going
2.61,135.853,up-going
2.76,121.067,up-going
2.85,95.314,up-going
2.99,113.142,up-going
2.98,168.212,up-going
2.84,98.285,up-going
4.71,57.918,down-going
3.07,95.271,up-going
3.27,98.744,up-going
3.1,84.288,down-going
3.02,111.6,up-going
2.84,98.165,up-going
5.5,38.68,down-going
4.41,73.288,down-going
2.99,95.612,up-going
2.89,123.88,up-going
5.05,35.148,down-going
3.15,91.133,up-going
3.23,97.546,up-going
4.56,51.057,down-going
2.95,113.559,up-going
3.46,80.945,down-going
3.06,133.019,up-going
4.81,60.92,down-going
3.28,122.705,up-going
5.58,56.824,down-going
2.98,112.063,up-going
3.04,107.245,up-going
3.23,101.311,up-going
4.84,53.366,down-going
4.99,35.561,down-going
2.92,96.405,up-going
2.94,107.671,up-going
5.04,54.713,down-going
2.92,105.641,up-going
3.98,80.449,down-going
5.11,30.994,down-going
2.93,108.157,up-going
2.91,91.744,up-going
5.22,61.294,down-going
2.85,110.612,up-going
4.97,61.011,down-going
4.89,63.514,down-going
2.85,152.286,up-going
3.06,95.701,up-going
4.52,75.71,down-going
3.61,127.721,up-going
3.25,102.659,up-going
4.64,13.188,down-going
2.91,99.294,up-going
5.53,42.537,down-going
2.67,109.871,up-going
2.8,113.588,up-going
4.11,81.606,down-going
3.15,141.061,up-going
5.49,51.726,down-going
3.12,93.377,up-going
2.78,130.806,up-going
2.89,141.437,up-going
3.62,90.197,up-going
3.73,79.329,down-going
5.23,54.197,down-going
4.42,73.482,down-going
5.42,60.501,down-going
3.23,113.706,up-going
3.5,115.865,up-going
3.01,168.841,up-going
2.99,122.873,up-going
4.7,64.516,down-going
3.11,91.034,up-going
5.32,14.181,down-going
2.99,91.521,up-going
4.26,68.882,down-going
4.93,19.347,down-going
2.9,144.109,up-going
2.9,136.557,up-going
2.93,112.793,up-going
3.2,105.331,up-going
5.35,55.884,down-going
2.93,110.73,up-going
3.06,118.363,up-going
4.21,79.713,down-going
4.59,70.56,down-going
3.12,116.27,up-going
5.09,40.689,down-going
2.74,116.211,up-going
4.52,8.999,down-going
3.04,91.617,up-going
5.04,63.729,down-going
5.48,42.902,down-going
4.79,73.725,down-going
5.6,53.613,down-going
4.91,40.004,down-going
4.56,47.629,down-going
2.95,97.253,up-going
3.19,98.686,up-going
2.96,112.934,up-going
3.4,96.039,up-going
2.92,91.834,up-going
3.12,90.442,up-going
4.97,37.855,down-going
5.02,44.224,down-going
2.85,112.222,up-going
4.81,47.39,down-going
3.12,132.185,up-going
3.34,92.43,up-going
3.09,117.63,up-going
3.22,103.611,up-going
3.05,117.965,up-going
5.22,58.009,down-going
3.05,101.733,up-going
2.92,84.204,down-going
2.61,111.783,up-going
3.92,77.216,down-going
5.09,71.158,down-going
2.91,96.464,up-going
4.92,55.503,down-going
3.04,87.511,down-going
4.27,72.678,down-going
3.03,111.044,up-going
3.33,91.06,up-going
3.32,95.175,up-going
3.14,132.007,up-going
3.03,154.417,up-going
2.94,123.348,up-going
2.98,110.418,up-going
3.01,148.47,up-going
2.94,90.865,up-going
3.06,99.468,up-going
2.95,120.097,up-going
4.48,63.49,down-going
3.13,89.453,down-going
2.91,95.157,up-going
2.82,92.395,up-going
3.12,110.44,up-going
2.31,138.747,up-going
2.78,123.963,up-going
2.67,100.721,up-going
3.55,82.593,down-going
3.2,142.771,up-going
3.04,94.139,up-going
2.83,105.922,up-going
2.86,113.608,up-going
2.92,137.554,up-going
3.76,107.178,up-going
2.91,147.81,up-going
4.7,71.908,down-going
5.34,35.632,down-going
4.38,39.14,down-going
4.92,67.738,down-going
3.1,82.227,down-going
3.41,91.697,up-going
4.32,73.344,down-going
2.27,107.019,up-going
2.84,146.329,up-going
2.89,147.303,up-going
3.58,118.336,up-going
2.93,99.041,up-going
3.01,99.442,up-going
3.31,111.603,up-going
2.92,124.97,up-going
4.35,74.831,down-going
3.16,85.03,down-going
4.64,65.376,down-going
2.83,124.629,up-going
3.17,113.955,up-going
5.39,49.405,down-going
3.02,112.211,up-going
2.71,152.429,up-going
5.6,52.961,down-going
3.09,117.979,up-going
3.93,78.42,down-going
3.13,133.196,up-going
3.01,113.721,up-going
2.61,98.017,up-going
2.57,129.551,up-going
3.02,102.939,up-going
5.16,23.686,down-going
2.82,161.737,up-going
4.01,78.055,down-going
5.22,37.948,down-going
2.92,106.869,up-going
3.17,104.438,up-going
3.69,151.266,up-going
3.0,111.714,up-going
2.9,109.489,up-going
2.95,91.788,up-going
2.86,161.151,up-going
2.87,109.985,up-going
2.75,111.321,up-going
2.98,145.481,up-going
3.44,98.016,up-going
3.07,92.32,up-going
2.79,147.706,up-going
4.39,73.689,down-going
2.73,170.924,up-going
2.9,117.372,up-going
2.94,105.889,up-going
3.1,155.558,up-going
2.87,103.135,up-going
2.74,90.53,up-going
2.7,109.064,up-going
2.85,152.541,up-going
2.4,103.362,up-going
2.81,88.251,down-going
3.1,119.1,up-going
2.86,110.311,up-going
5.08,38.364,down-going
5.16,38.496,down-going
2.73,169.126,up-going
3.05,152.155,up-going
4.65,33.221,down-going
3.19,97.079,up-going
4.95,36.594,down-going
2.68,106.761,up-going
2.92,87.462,down-going
4.98,61.132,down-going
4.51,13.597,down-going
3.25,121.03,up-going
4.39,75.175,down-going
3.14,107.098,up-going
3.07,88.472,down-going
2.82,166.319,up-going
3.08,122.895,up-going
4.94,9.062,down-going
4.81,45.307,down-going
4.12,79.163,down-going
3.31,88.594,down-going
2.98,125.979,up-going
2.82,166.474,up-going
4.59,75.059,down-going
2.96,89.212,down-going
2.71,117.0,up-going
2.87,109.385,up-going
5.35,49.672,down-going
3.11,90.156,up-going
2.87,154.791,up-going
3.5,111.418,up-going
5.61,60.582,down-going
3.14,84.871,down-going
3.02,126.963,up-going
2.75,105.303,up-going
2.95,125.063,up-going
4.62,18.368,down-going
4.57,9.216,down-going
2.88,134.579,up-going
4.72,65.791,down-going
2.85,145.829,up-going
2.85,88.796,down-going
3.12,82.275,down-going
2.68,162.963,up-going
3.15,105.299,up-going
5.59,41.389,down-going
3.47,83.183,down-going
3.14,147.714,up-going
2.97,161.715,up-going
3.03,94.574,up-going
3.0,116.509,up-going
5.13,64.58,down-going
5.23,56.461,down-going
3.08,112.739,up-going
4.27,56.797,down-going
3.06,113.496,up-going
3.15,91.46,up-going
2.87,97.504,up-going
5.18,51.217,down-going
2.93,141.682,up-going
2.95,154.854,up-going
4.86,51.48,down-going
3.13,126.772,up-going
2.72,93.662,up-going
4.85,27.298,down-going
4.64,73.912,down-going
2.86,154.577,up-going
3.1,115.162,up-going
2.81,147.309,up-going
3.28,92.502,up-going
2.94,94.264,up-going
3.07,103.257,up-going
4.54,67.302,down-going
5.01,48.16,down-going
2.88,121.196,up-going
3.13,145.338,up-going
3.35,97.247,up-going
5.19,36.073,down-going
3.27,131.649,up-going
3.13,114.134,up-going
5.2,54.158,down-going
5.43,38.005,down-going
3.39,134.654,up-going
2.89,129.63,up-going
4.65,64.132,down-going
4.48,75.386,down-going
4.52,54.408,down-going
3.07,135.968,up-going
2.84,140.08,up-going
2.9,117.132,up-going
3.7,81.129,down-going
3.44,101.13,up-going
3.63,123.044,up-going
2.65,129.134,up-going
3.15,105.582,up-going
2.84,134.753,up-going
2.74,168.128,up-going
5.51,69.381,down-going
3.11,100.778,up-going
2.85,144.696,up-going
5.12,61.603,down-going
2.91,125.342,up-going
2.8,134.937,up-going
5.0,66.107,down-going
4.82,43.736,down-going
4.71,55.36,down-going
2.9,105.628,up-going
3.11,135.084,up-going
2.92,121.036,up-going
2.88,159.779,up-going
4.39,72.228,down-going
4.44,75.415,down-going
2.97,131.408,up-going
2.87,147.082,up-going
2.89,101.533,up-going
5.44,35.009,down-going
3.11,103.067,up-going
5.5,25.279,down-going
3.02,107.096,up-going
4.88,21.033,down-going
5.54,42.791,down-going
2.86,92.743,up-going
3.06,155.927,up-going
2.84,96.288,up-going
2.68,165.912,up-going
3.15,113.554,up-going
2.93,105.123,up-going
2.99,145.98,up-going
4.58,72.875,down-going
3.24,105.533,up-going
3.08,114.543,up-going
3.08,93.844,up-going
4.72,19.86,down-going
5.34,31.0,down-going
4.25,76.737,down-going
2.77,161.079,up-going
5.53,48.085,down-going
3.19,149.838,up-going
2.85,149.931,up-going
2.59,102.888,up-going
3.04,97.436,up-going
2.49,160.725,up-going
4.58,52.221,down-going
2.86,97.617,up-going
3.2,95.423,up-going
3.23,90.331,up-going
2.9,89.958,down-going
3.04,104.597,up-going
3.95,76.771,down-going
3.11,106.998,up-going
4.77,44.12,down-going
3.48,89.021,down-going
2.8,124.191,up-going
5.24,57.723,down-going
2.83,130.691,up-going
4.75,59.009,down-going
2.67,113.89,up-going
2.84,91.029,up-going
5.13,32.043,down-going
3.37,110.455,up-going
2.79,136.78,up-going
2.92,93.089,up-going
2.66,110.933,up-going
3.0,108.283,up-going
2.79,96.07,up-going
3.0,113.791,up-going
3.01,98.756,up-going
5.09,59.071,down-going
2.61,155.32,up-going
2.8,165.235,up-going
3.27,127.607,up-going
5.14,28.939,down-going
2.66,138.737,up-going
2.9,115.273,up-going
3.43,135.061,up-going
4.9,58.484,down-going
3.15,106.034,up-going
2.83,92.546,up-going
4.79,13.274,down-going
4.94,65.41,down-going
4.62,64.024,down-going
3.01,130.659,up-going
2.8,104.114,up-going
3.12,113.744,up-going
2.86,91.412,up-going
2.91,93.635,up-going
4.8,49.804,down-going
5.08,51.491,down-going
3.0,144.562,up-going
3.91,78.412,down-going
4.32,75.636,down-going
3.19,138.334,up-going
3.07,116.726,up-going
4.79,30.977,down-going
3.76,98.854,up-going
5.64,40.425,down-going
2.94,143.497,up-going
3.62,80.31,down-going
4.33,75.439,down-going
5.4,56.153,down-going
2.86,108.268,up-going
4.65,62.23,down-going
4.71,33.987,down-going
4.24,74.676,down-going
5.36,46.613,down-going
3.64,140.354,up-going
2.63,146.728,up-going
2.94,143.818,up-going
2.93,155.038,up-going
2.78,100.366,up-going
2.83,124.816,up-going
5.07,19.5,down-going
3.19,120.109,up-going
2.95,138.029,up-going
2.94,97.648,up-going
2.99,116.167,up-going
2.96,142.11,up-going
3.03,109.779,up-going
2.9,133.319,up-going
3.04,159.576,up-going
3.49,106.825,up-going
2.92,114.088,up-going
2.81,91.052,up-going
5.1,40.167,down-going
3.0,116.707,up-going
2.6,90.504,up-going
3.04,98.509,up-going
3.09,143.56,up-going
5.39,49.535,down-going
2.78,133.198,up-going
2.34,131.26,up-going
3.31,82.774,down-going
3.43,95.531,up-going
2.74,104.878,up-going
3.06,155.484,up-going
5.1,50.608,down-going
3.01,120.624,up-going
2.78,131.504,up-going
2.87,87.266,down-going
2.86,89.746,down-going
2.7,93.022,up-going
2.98,90.927,up-going
2.93,109.048,up-going
2.88,114.925,up-going
2.89,125.486,up-going
5.33,64.658,down-going
3.08,102.847,up-going
4.78,40.137,down-going
3.0,133.354,up-going
3.03,98.133,up-going
2.86,112.198,up-going
4.39,69.807,down-going
5.07,68.197,down-going
2.94,90.926,up-going
2.83,127.973,up-going
3.15,92.172,up-going
4.82,54.265,down-going
2.71,129.913,up-going
2.84,86.92,down-going
3.06,105.868,up-going
2.9,96.815,up-going
3.6,84.557,down-going
3.12,139.278,up-going
4.31,72.4,down-going
3.2,83.411,down-going
2.89,116.81,up-going
4.77,64.066,down-going
3.46,115.027,up-going
3.43,115.207,up-going
3.01,127.555,up-going
3.0,86.666,down-going
3.06,142.128,up-going
